job_id,job_title,role_category,company,location,experience_tier,min_experience_years,salary_lpa,employment_type,posting_date,required_skills,description
JOB005488,Mid Level Backend Software Engineer,Backend Software Engineer,Zomato,"Pune, India",Mid Level,2.8,26.26,Hybrid Full-time,2026-02-22,SQL; Git & GitHub; RESTful API Design; Data Structures & Algorithms; PostgreSQL / MySQL; Python; System Design & Distributed Systems; Model Serving & FastAPI; Linux & Bash; CI/CD Pipelines (GitHub Actions); Java,"We are looking for a talented Mid Level Backend Software Engineer to join our team at Zomato (Pune, India). The ideal candidate will have 2.8+ years of proven industry experience and strong proficiency in SQL; Git & GitHub; RESTful API Design; Data Structures & Algorithms; PostgreSQL / MySQL; Python; System Design & Distributed Systems; Model Serving & FastAPI; Linux & Bash; CI/CD Pipelines (GitHub Actions); Java. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005489,Entry Level BI Developer,BI Developer,Microsoft,"New York, NY, USA",Entry Level,1.8,12.99,Full-time,2025-09-30,Advanced Excel & VBA; Data Storytelling & KPI Dashboards; Power BI & DAX; Data Warehousing & Modeling; SQL; PostgreSQL / MySQL; ETL / ELT Pipelines; Business Acumen & Domain Knowledge; Tableau; Stakeholder Communication; Plotly & Dash / Streamlit; DBT (Data Build Tool); Snowflake; Python,"We are looking for a talented Entry Level BI Developer to join our team at Microsoft (New York, NY, USA). The ideal candidate will have 1.8+ years of proven industry experience and strong proficiency in Advanced Excel & VBA; Data Storytelling & KPI Dashboards; Power BI & DAX; Data Warehousing & Modeling; SQL; PostgreSQL / MySQL; ETL / ELT Pipelines; Business Acumen & Domain Knowledge; Tableau; Stakeholder Communication; Plotly & Dash / Streamlit; DBT (Data Build Tool); Snowflake; Python. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005490,Entry Level BI Developer,BI Developer,TCS Innovation Lab,"Seattle, WA, USA",Entry Level,1.5,14.35,Full-time,2025-03-01,Data Storytelling & KPI Dashboards; Advanced Excel & VBA; Power BI & DAX; SQL; ETL / ELT Pipelines; Business Acumen & Domain Knowledge; PostgreSQL / MySQL; Stakeholder Communication; DBT (Data Build Tool); Python; Snowflake; Plotly & Dash / Streamlit,"We are looking for a talented Entry Level BI Developer to join our team at TCS Innovation Lab (Seattle, WA, USA). The ideal candidate will have 1.5+ years of proven industry experience and strong proficiency in Data Storytelling & KPI Dashboards; Advanced Excel & VBA; Power BI & DAX; SQL; ETL / ELT Pipelines; Business Acumen & Domain Knowledge; PostgreSQL / MySQL; Stakeholder Communication; DBT (Data Build Tool); Python; Snowflake; Plotly & Dash / Streamlit. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005491,Entry Level Machine Learning Engineer,Machine Learning Engineer,Zomato,"Bangalore, India",Entry Level,0.3,13.23,Full-time,2026-06-14,Scikit-Learn; Data Structures & Algorithms; Supervised Learning; Python; PyTorch; Model Evaluation & Cross-Validation; XGBoost & LightGBM; Git & GitHub; Transformers & Attention Mechanisms; Large Language Models (LLMs); CI/CD Pipelines (GitHub Actions); Kubernetes,"We are looking for a talented Entry Level Machine Learning Engineer to join our team at Zomato (Bangalore, India). The ideal candidate will have 0.3+ years of proven industry experience and strong proficiency in Scikit-Learn; Data Structures & Algorithms; Supervised Learning; Python; PyTorch; Model Evaluation & Cross-Validation; XGBoost & LightGBM; Git & GitHub; Transformers & Attention Mechanisms; Large Language Models (LLMs); CI/CD Pipelines (GitHub Actions); Kubernetes. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005492,Entry Level Backend Software Engineer,Backend Software Engineer,Cisco Systems,"Seattle, WA, USA",Entry Level,0.1,13.2,Full-time,2025-02-26,Python; SQL; PostgreSQL / MySQL; Git & GitHub; Data Structures & Algorithms; System Design & Distributed Systems; Linux & Bash; Docker & Containerization; Kubernetes; Problem Solving & Critical Thinking,"We are looking for a talented Entry Level Backend Software Engineer to join our team at Cisco Systems (Seattle, WA, USA). The ideal candidate will have 0.1+ years of proven industry experience and strong proficiency in Python; SQL; PostgreSQL / MySQL; Git & GitHub; Data Structures & Algorithms; System Design & Distributed Systems; Linux & Bash; Docker & Containerization; Kubernetes; Problem Solving & Critical Thinking. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005493,Entry Level BI Developer,BI Developer,Google,Singapore,Entry Level,0.5,7.5,Full-time,2026-01-14,SQL; Data Storytelling & KPI Dashboards; Advanced Excel & VBA; Data Warehousing & Modeling; Tableau; Business Acumen & Domain Knowledge; Stakeholder Communication; DBT (Data Build Tool); Python,"We are looking for a talented Entry Level BI Developer to join our team at Google (Singapore). The ideal candidate will have 0.5+ years of proven industry experience and strong proficiency in SQL; Data Storytelling & KPI Dashboards; Advanced Excel & VBA; Data Warehousing & Modeling; Tableau; Business Acumen & Domain Knowledge; Stakeholder Communication; DBT (Data Build Tool); Python. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005494,Senior Level Backend Software Engineer,Backend Software Engineer,Zomato,Remote (India),Senior Level,6.8,44.46,Full-time,2026-01-17,PostgreSQL / MySQL; Git & GitHub; SQL; RESTful API Design; Data Structures & Algorithms; Python; System Design & Distributed Systems; Linux & Bash; Redis & Caching; Model Serving & FastAPI; NoSQL & MongoDB; Java; CI/CD Pipelines (GitHub Actions),"We are looking for a talented Senior Level Backend Software Engineer to join our team at Zomato (Remote (India)). The ideal candidate will have 6.8+ years of proven industry experience and strong proficiency in PostgreSQL / MySQL; Git & GitHub; SQL; RESTful API Design; Data Structures & Algorithms; Python; System Design & Distributed Systems; Linux & Bash; Redis & Caching; Model Serving & FastAPI; NoSQL & MongoDB; Java; CI/CD Pipelines (GitHub Actions). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005495,Entry Level BI Developer,BI Developer,Uber,"Gurgaon / Delhi NCR, India",Entry Level,1.6,10.74,Full-time,2025-06-29,Power BI & DAX; SQL; Data Storytelling & KPI Dashboards; Advanced Excel & VBA; Business Acumen & Domain Knowledge; ETL / ELT Pipelines; Tableau; PostgreSQL / MySQL; DBT (Data Build Tool); Snowflake; Python; Plotly & Dash / Streamlit,"We are looking for a talented Entry Level BI Developer to join our team at Uber (Gurgaon / Delhi NCR, India). The ideal candidate will have 1.6+ years of proven industry experience and strong proficiency in Power BI & DAX; SQL; Data Storytelling & KPI Dashboards; Advanced Excel & VBA; Business Acumen & Domain Knowledge; ETL / ELT Pipelines; Tableau; PostgreSQL / MySQL; DBT (Data Build Tool); Snowflake; Python; Plotly & Dash / Streamlit. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005496,Entry Level Business Analyst,Business Analyst,Datadog,"Pune, India",Entry Level,1.3,14.03,Hybrid Full-time,2026-07-20,Advanced Excel & VBA; Business Acumen & Domain Knowledge; Problem Solving & Critical Thinking; SQL; Data Storytelling & KPI Dashboards; Stakeholder Communication; Exploratory Data Analysis; Tableau; Agile & Scrum Methodologies; Pandas & NumPy,"We are looking for a talented Entry Level Business Analyst to join our team at Datadog (Pune, India). The ideal candidate will have 1.3+ years of proven industry experience and strong proficiency in Advanced Excel & VBA; Business Acumen & Domain Knowledge; Problem Solving & Critical Thinking; SQL; Data Storytelling & KPI Dashboards; Stakeholder Communication; Exploratory Data Analysis; Tableau; Agile & Scrum Methodologies; Pandas & NumPy. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005497,Mid Level AI Research Scientist,AI Research Scientist,Boston Consulting Group,"Pune, India",Mid Level,2.4,22.44,Full-time,2026-04-03,Multivariate Calculus; PyTorch; Linear Algebra; Probability & Statistics; Neural Networks Fundamentals; Python; Research Paper Implementation; Transformers & Attention Mechanisms; Convolutional Neural Networks (CNN); Large Language Models (LLMs); Recurrent Neural Networks (RNN/LSTM); C++; Hugging Face Ecosystem; Natural Language Processing (NLP),"We are looking for a talented Mid Level AI Research Scientist to join our team at Boston Consulting Group (Pune, India). The ideal candidate will have 2.4+ years of proven industry experience and strong proficiency in Multivariate Calculus; PyTorch; Linear Algebra; Probability & Statistics; Neural Networks Fundamentals; Python; Research Paper Implementation; Transformers & Attention Mechanisms; Convolutional Neural Networks (CNN); Large Language Models (LLMs); Recurrent Neural Networks (RNN/LSTM); C++; Hugging Face Ecosystem; Natural Language Processing (NLP). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005498,Lead / Architect Backend Software Engineer,Backend Software Engineer,Google,"Hyderabad, India",Lead / Architect,9.4,56.03,Contract,2025-12-02,"Git & GitHub; Data Structures & Algorithms; SQL; Python; RESTful API Design; Model Serving & FastAPI; Redis & Caching; CI/CD Pipelines (GitHub Actions); NoSQL & MongoDB; AWS (S3, EC2, Lambda, SageMaker)","We are looking for a talented Lead / Architect Backend Software Engineer to join our team at Google (Hyderabad, India). The ideal candidate will have 9.4+ years of proven industry experience and strong proficiency in Git & GitHub; Data Structures & Algorithms; SQL; Python; RESTful API Design; Model Serving & FastAPI; Redis & Caching; CI/CD Pipelines (GitHub Actions); NoSQL & MongoDB; AWS (S3, EC2, Lambda, SageMaker). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005499,Mid Level Data Scientist,Data Scientist,Apple,Remote (India),Mid Level,2.9,27.62,Full-time,2025-08-30,"Supervised Learning; Python; Scikit-Learn; SQL; Exploratory Data Analysis; Probability & Statistics; Unsupervised Learning; Hypothesis Testing & A/B Testing; Matplotlib & Seaborn; Neural Networks Fundamentals; XGBoost & LightGBM; Feature Engineering; AWS (S3, EC2, Lambda, SageMaker); MLflow & Experiment Tracking; PyTorch; Docker & Containerization; Time Series Forecasting; Linux & Bash","We are looking for a talented Mid Level Data Scientist to join our team at Apple (Remote (India)). The ideal candidate will have 2.9+ years of proven industry experience and strong proficiency in Supervised Learning; Python; Scikit-Learn; SQL; Exploratory Data Analysis; Probability & Statistics; Unsupervised Learning; Hypothesis Testing & A/B Testing; Matplotlib & Seaborn; Neural Networks Fundamentals; XGBoost & LightGBM; Feature Engineering; AWS (S3, EC2, Lambda, SageMaker); MLflow & Experiment Tracking; PyTorch; Docker & Containerization; Time Series Forecasting; Linux & Bash. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005500,Senior Level Machine Learning Engineer,Machine Learning Engineer,Flipkart,"New York, NY, USA",Senior Level,6.2,42.45,Hybrid Full-time,2026-02-28,"Data Structures & Algorithms; Docker & Containerization; Scikit-Learn; Python; Supervised Learning; Model Evaluation & Cross-Validation; PyTorch; Neural Networks Fundamentals; Model Serving & FastAPI; MLflow & Experiment Tracking; XGBoost & LightGBM; AWS (S3, EC2, Lambda, SageMaker); Transformers & Attention Mechanisms; CI/CD Pipelines (GitHub Actions)","We are looking for a talented Senior Level Machine Learning Engineer to join our team at Flipkart (New York, NY, USA). The ideal candidate will have 6.2+ years of proven industry experience and strong proficiency in Data Structures & Algorithms; Docker & Containerization; Scikit-Learn; Python; Supervised Learning; Model Evaluation & Cross-Validation; PyTorch; Neural Networks Fundamentals; Model Serving & FastAPI; MLflow & Experiment Tracking; XGBoost & LightGBM; AWS (S3, EC2, Lambda, SageMaker); Transformers & Attention Mechanisms; CI/CD Pipelines (GitHub Actions). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB005501,Mid Level Backend Software Engineer,Backend Software Engineer,Google,"London, UK",Mid Level,4.2,25.27,Full-time,2025-03-18,SQL; Python; Git & GitHub; PostgreSQL / MySQL; RESTful API Design; Data Structures & Algorithms; Model Serving & FastAPI; Docker & Containerization; Redis & Caching; System Design & Distributed Systems; CI/CD Pipelines (GitHub Actions),"We are looking for a talented Mid Level Backend Software Engineer to join our team at Google (London, UK). The ideal candidate will have 4.2+ years of proven industry experience and strong proficiency in SQL; Python; Git & GitHub; PostgreSQL / MySQL; RESTful API Design; Data Structures & Algorithms; Model Serving & FastAPI; Docker & Containerization; Redis & Caching; System Design & Distributed Systems; CI/CD Pipelines (GitHub Actions). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
